Stemmed User Reviews,Labels
"[('predict', 'NN'), ('ye', 'NN'), ('fun', 'NN'), ('ye', 'NN')]",0
"[('exactli', 'NNS'), ('expect', 'VBP')]",1
"[('start', 'RB'), ('well', 'RB'), ('get', 'VB'), ('bore', 'NN')]",1
"[('ripd', 'NN'), ('review', 'NN')]",0
"[('nop', 'NN')]",0
"[('silli', 'NN'), ('entertain', 'NN'), ('mib', 'NN'), ('blade', 'VBD'), ('runner', 'JJR'), ('ripoff', 'NN')]",-1
"[('far', 'RB'), ('better', 'RBR'), ('critic', 'JJ'), ('claim', 'NN')]",0
"[('expect', 'VB')]",1
"[('funni', 'NN'), ('excit', 'NN'), ('wonder', 'NN'), ('flop', 'NN')]",-1
"[('good', 'JJ'), ('mix', 'NN'), ('previou', 'NN'), ('materi', 'NN'), ('along', 'IN'), ('origin', 'NN')]",-1
"[('goofi', 'NN'), ('fun', 'NN')]",1
"[('doa', 'NN'), ('woeful', 'JJ'), ('mashup', 'JJ'), ('men', 'NNS'), ('black', 'JJ'), ('meet', 'NN'), ('ghost', 'NN'), ('buster', 'NN'), ('attempt', 'VBP'), ('new', 'JJ'), ('scificomedi', 'NN'), ('franchis', 'NN'), ('truli', 'VBZ'), ('one', 'CD'), ('worst', 'NN'), ('film', 'NN'), ('year', 'NN')]",1
"[('s', 'NN'), ('realli', 'NN'), ('stupid', 'JJ'), ('movi', 'NN'), ('forget', 'NN'), ('add', 'VB'), ('fun', 'NN'), ('thrill', 'NN')]",-1
"[('fun', 'RB'), ('pour', 'JJ'), ('acid', 'NN')]",-1
"[('ryan', 'NN'), ('reynold', 'NN'), ('jeff', 'NN'), ('bridg', 'NN'), ('definit', 'NN'), ('nt', 'JJ'), ('make', 'VBP'), ('team', 'NN'), ('smith', 'NN'), ('tommi', 'NN'), ('lee', 'NN'), ('jone', 'NN'), ('found', 'VBD'), ('movi', 'RB'), ('fun', 'JJ'), ('enjoy', 'NN')]",-1
"[('lame', 'JJ'), ('men', 'NNS'), ('black', 'JJ'), ('ripoff', 'NN'), ('sloppiest', 'JJS'), ('script', 'NN'), ('ever', 'RB')]",-1
"[('mib', 'NN'), ('never', 'RB'), ('ask', 'VB')]",-1
"[('good', 'JJ'), ('idea', 'NN'), ('bad', 'JJ'), ('execut', 'NN')]",0
"[('well', 'RB'), ('deserv', 'RB'), ('box', 'NN'), ('offic', 'JJ'), ('failur', 'NN')]",0
"[('straight', 'RB'), ('forward', 'RB'), ('plot', 'NN'), ('still', 'RB'), ('enjoy', 'VB'), ('movi', 'NN')]",-1
"[('lowbudget', 'NN'), ('butler', 'NN')]",0
"[('unexcept', 'JJ'), ('taut', 'JJ'), ('engag', 'NN'), ('enough', 'JJ'), ('thriller', 'NN'), ('deliv', 'NN'), ('set', 'NN')]",-1
"[('done', 'VBN'), ('done', 'VBN'), ('better', 'RBR')]",-1
"[('basic', 'JJ'), ('effect', 'NN'), ('thriller', 'NN')]",-1
"[('need', 'NN'), ('break', 'NN'), ('get', 'VB'), ('break', 'JJ')]",0
"[('day', 'NN'), ('life', 'NN')]",0
"[('nt', 'RB'), ('bad', 'JJ')]",0
"[('last', 'JJ'), ('seen', 'VBN'), ('aliv', 'NN')]",0
"[('good', 'JJ'), ('tension', 'NN'), ('build', 'VB'), ('toward', 'IN'), ('end', 'JJ'), ('worth', 'NN'), ('watch', 'NN')]",0
"[('wow', 'JJ'), ('talk', 'NN'), ('low', 'JJ'), ('qualiti', 'NN'), ('write', 'NN')]",1
"[('entertain', 'NN'), ('thriller', 'NN')]",-1
"[('decent', 'JJ'), ('film', 'NN'), ('quiet', 'JJ'), ('night', 'NN')]",1
"[('aw', 'NN')]",1
"[('fastpac', 'JJ'), ('action', 'NN'), ('slick', 'NN'), ('screenplay', 'NN')]",-1
"[('poor', 'JJ'), ('copi', 'NN'), ('kurt', 'NN'), ('russel', 'NN'), ('s', 'NN'), ('movi', 'NN'), ('breakdown', 'NN')]",1
"[('entertain', 'NN'), ('mysteri', 'NN'), ('thriller', 'NN'), ('remain', 'VBP'), ('somewhat', 'RB'), ('predict', 'JJ'), ('thank', 'NN'), ('lesser', 'RBR'), ('write', 'NN')]",-1
"[('great', 'JJ')]",0
"[('ye', 'NN'), ('ve', 'NN'), ('seen', 'VBN'), ('still', 'RB'), ('edg', 'JJ'), ('seat', 'NN'), ('suspens', 'NNS'), ('anxieti', 'VBP')]",-1
"[('meh', 'NN'), ('meh', 'NN'), ('meh', 'NN')]",-1
"[('gerard', 'NN'), ('butler', 'NN'), ('must', 'MD'), ('owe', 'VB'), ('someon', 'NN'), ('favor', 'NN')]",-1
"[('miss', 'NN'), ('last', 'JJ'), ('seen', 'VBN'), ('aliv', 'NN')]",-1
"[('incoher', 'RB'), ('ridicul', 'NN')]",0
"[('kind', 'NN'), ('movi', 'NN'), ('sleepili', 'NN'), ('lumber', 'VBP'), ('stock', 'NN'), ('premis', 'NN'), ('disguis', 'NN'), ('compet', 'NN'), ('lack', 'NN'), ('effort', 'NN'), ('reliabl', 'VBZ'), ('lead', 'JJ'), ('man', 'NN')]",-1
"[('horribl', 'NN'), ('write', 'NN')]",-1
"[('impress', 'RB'), ('even', 'RB'), ('exist', 'VBP')]",-1
"[('terrif', 'NN'), ('hilari', 'NN'), ('spiritu', 'NN'), ('successor', 'NN'), ('roger', 'NN'), ('rabbit', 'NN'), ('shame', 'JJ'), ('disney', 'NN'), ('put', 'VBD'), ('one', 'CD'), ('theater', 'NN')]",-1
"[('oh', 'JJ'), ('man', 'NN'), ('soooooo', 'NN'), ('hilari', 'NN')]",1
"[('funni', 'NN'), ('nostalg', 'NN'), ('adventur', 'NN')]",1
"[('chip', 'NN'), ('n', 'JJ'), ('dale', 'NN'), ('rescu', 'NN'), ('ranger', 'NN')]",1
"[('multirefencialmetafanservic', 'NNS'), ('love', 'VBP')]",1
"[('rescu', 'NN'), ('ranger', 'NN'), ('comeback', 'NN'), ('good', 'JJ'), ('exampl', 'NN'), ('meta', 'NN'), ('done', 'VBN')]",1
"[('movi', 'NN'), ('fan', 'NN'), ('servic', 'JJ'), ('experi', 'NN'), ('futur', 'NN'), ('film', 'NN')]",1
"[('think', 'NN'), ('s', 'NN')]",1
"[('disastr', 'NN'), ('reviv', 'NN'), ('fame', 'NN'), ('disney', 'NN'), ('chipmunk', 'NN'), ('duo', 'NN')]",0
"[('voic', 'RB'), ('right', 'JJ'), ('role', 'NN')]",-1
"[('roger', 'NN'), ('rabbit', 'NN')]",-1
"[('s', 'JJ'), ('nut', 'RB'), ('bad', 'JJ'), ('movi', 'NN')]",0
"[('disney', 'NN'), ('desper', 'NN'), ('pander', 'NN'), ('toward', 'IN'), ('metacommentari', 'JJ'), ('pop', 'NN'), ('refer', 'NN'), ('crowd', 'NN'), ('still', 'RB'), ('ca', 'MD'), ('nt', 'VB'), ('stop', 'VB'), ('full', 'JJ')]",-1
"[('surprisingli', 'NN'), ('entertain', 'NN')]",-1
"[('uncanni', 'JJ'), ('valley', 'NN')]",1
"[('solid', 'JJ'), ('cast', 'NN'), ('strong', 'JJ'), ('visual', 'JJ'), ('creativ', 'NN'), ('adventur', 'NN'), ('movi', 'NN'), ('deliv', 'NN'), ('front', 'NN')]",0
"[('nostalg', 'JJ'), ('meta', 'NN'), ('dumpster', 'NN'), ('fire', 'NN'), ('cash', 'NN'), ('grab', 'NN'), ('disney', 'NN')]",1
"[('mediocr', 'NN'), ('plot', 'NN'), ('overcompens', 'VBZ'), ('nostalgia', 'JJ')]",0
"[('hyperventil', 'NN'), ('watch', 'NN')]",-1
"[('catastroph', 'NN')]",0
"[('aw', 'NN')]",-1
"[('absolut', 'NN'), ('bizarr', 'NN'), ('age', 'NN'), ('movi', 'NN')]",-1
"[('wonder', 'NN'), ('detect', 'JJ'), ('action', 'NN'), ('comedi', 'NN'), ('adult', 'NN'), ('love', 'NN'), ('cartoon', 'NN')]",-1
"[('take', 'VB'), ('mickey', 'NN'), ('disney', 'NN')]",1
"[('good', 'JJ'), ('concept', 'NN'), ('poor', 'JJ'), ('film', 'NN')]",-1
"[('start', 'NN'), ('okay', 'VBZ'), ('quickli', 'JJ'), ('turn', 'NN'), ('huge', 'JJ'), ('mess', 'NN')]",0
"[('fun', 'JJ'), ('end', 'NN')]",0
"[('surprisingli', 'NN'), ('solid', 'JJ'), ('movi', 'NN'), ('good', 'JJ'), ('messag', 'NN')]",-1
"[('learn', 'NN'), ('hold', 'NN'), ('nerv', 'NN')]",1
"[('good', 'JJ'), ('enough', 'RB'), ('high', 'JJ'), ('school', 'NN'), ('movi', 'NN')]",0
"[('last', 'JJ'), ('summer', 'NN'), ('film', 'NN'), ('origin', 'NN')]",0
"[('feel', 'NN'), ('like', 'IN'), ('kid', 'NN'), ('film', 'NN')]",1
"[('wow', 'NN'), ('movi', 'NN'), ('bad', 'JJ')]",0
"[('entertain', 'NN')]",-1
"[('good', 'JJ'), ('mindless', 'NN'), ('entertain', 'VBP'), ('re', 'JJ'), ('tri', 'NN'), ('kill', 'VB'), ('hour', 'NN')]",0
"[('noth', 'DT'), ('ripoff', 'NN')]",0
"[('complet', 'NN'), ('blew', 'VB'), ('away', 'RB'), ('fun', 'JJ'), ('ve', 'NNS'), ('theatr', 'VBP'), ('far', 'RB'), ('year', 'NN')]",-1
"[('readi', 'NN'), ('first', 'RB'), ('dare', 'NN')]",1
"[('vine', 'NN'), ('pokemon', 'NN'), ('go', 'VBP'), ('babi', 'JJ'), ('kardashian', 'JJ'), ('godpar', 'NN')]",0
"[('saw', 'NN'), ('trailer', 'NN'), ('s', 'VBD'), ('need', 'JJ'), ('watch', 'NN'), ('movi', 'NN')]",-1
"[('water', 'NN'), ('version', 'NN'), ('13', 'CD'), ('sin', 'NN')]",-1
"[('senseless', 'NN')]",-1
"[('good', 'JJ'), ('one', 'CD'), ('time', 'NN'), ('film', 'NN')]",-1
"[('nerv', 'RB'), ('good', 'JJ'), ('concept', 'NN'), ('poor', 'JJ'), ('execut', 'NN')]",0
"[('teen', 'JJ'), ('flick', 'NN')]",0
"[('s', 'NN'), ('neon', 'NN')]",0
"[('lotta', 'NN'), ('nerv', 'NN')]",0
"[('good', 'JJ'), ('idea', 'NN'), ('aw', 'NN'), ('execut', 'VBD')]",0
"[('movi', 'NN'), ('singl', 'NN'), ('bore', 'IN'), ('second', 'JJ')]",0
"[('get', 'VB'), ('spend', 'JJ'), ('120000000', 'CD'), ('make', 'NN'), ('film', 'NN')]",1
"[('speed', 'NN'), ('2', 'CD'), ('snooz', 'NN'), ('control', 'NN')]",-1
"[('ll', 'NN'), ('know', 'VBP'), ('keanu', 'VBZ'), ('turn', 'VBP'), ('crummi', 'JJ'), ('sequel', 'NN'), ('see', 'NN')]",0
"[('made', 'VBN'), ('wors', 'NNS'), ('knowledg', 'VB'), ('brilliant', 'JJ'), ('film', 'NN'), ('succe', 'NN')]",-1
"[('slower', 'JJR'), ('poorer', 'NN')]",-1
"[('everyon', 'NN'), ('lifeboat', 'NN'), ('women', 'NNS'), ('children', 'NNS'), ('pay', 'VBP'), ('moviego', 'NN'), ('first', 'RB')]",-1
"[('mutil', 'NN'), ('franchis', 'NN')]",-1
"[('speed', 'NN'), ('2', 'CD'), ('lost', 'VBD'), ('control', 'NN')]",-1
"[('miser', 'NN'), ('experi', 'NN')]",-1
"[('bad', 'JJ'), ('movi', 'NN')]",-1
"[('speed', 'NN'), ('2', 'CD'), ('snooz', 'NN'), ('control', 'NN')]",0
"[('episod', 'NN'), ('sequel', 'NN'), ('lack', 'NN'), ('origin', 'NN'), ('s', 'NN'), ('themat', 'NN'), ('strength', 'NN')]",-1
"[('speed', 'NN'), ('2', 'CD'), ('cruis', 'NN'), ('control', 'NN')]",-1
"[('rather', 'RB'), ('sandra', 'NN'), ('bullock', 'NN')]",0
"[('big', 'JJ'), ('boat', 'NN'), ('full', 'JJ'), ('crap', 'NN')]",-1
"[('disast', 'NN')]",-1
"[('piti', 'NN')]",-1
"[('bad', 'JJ'), ('review', 'NN')]",-1
"[('one', 'CD'), ('worst', 'JJS'), ('sequel', 'NN')]",0
"[('need', 'NN'), ('sequel', 'NNS'), ('control', 'NN')]",-1
"[('bad', 'JJ'), ('pretti', 'NNS'), ('much', 'JJ'), ('way', 'NN'), ('look', 'NN')]",-1
"[('seasick', 'NN'), ('re', 'NN'), ('one', 'CD')]",-1
"[('anoth', 'DT'), ('one', 'CD'), ('sequel', 'NN')]",-1
"[('film', 'NN'), ('good', 'JJ'), ('trap', 'NN'), ('sink', 'NN'), ('ship', 'NN')]",-1
"[('bought', 'VBD'), ('condo', 'NN')]",-1
"[('bird', 'NN'), ('nt', 'NN'), ('meant', 'VBD'), ('cage', 'NN')]",0
"[('incred', 'VBN'), ('movi', 'JJ'), ('one', 'CD'), ('live', 'NN')]",0
"[('nt', 'JJ'), ('rent', 'NN'), ('shawshank', 'NN')]",1
"[('movi', 'NN'), ('made', 'VBD')]",-1
"[('classic', 'JJ'), ('piec', 'NN'), ('unforgett', 'NN'), ('filmmak', 'NN')]",1
"[('shawshank', 'NN'), ('redempt', 'NN')]",1
"[('shawshank', 'NN'), ('redempt', 'NN')]",0
"[('stephen', 'NN'), ('king', 'VBG'), ('s', 'JJ'), ('best', 'JJS'), ('adapt', 'NN'), ('movi', 'NN')]",0
"[('etern', 'JJ'), ('hope', 'NN')]",1
"[('enthral', 'JJ'), ('fantast', 'NN'), ('intrigu', 'NN'), ('truli', 'NN'), ('remark', 'NN')]",1
"[('imdb', 'NN'), ('greatest', 'JJS'), ('film', 'NN'), ('time', 'NN')]",1
"[('alltim', 'NN'), ('prison', 'NN'), ('film', 'NN'), ('classic', 'JJ')]",1
"[('favorit', 'NN'), ('movi', 'NN'), ('time', 'NN')]",1
"[('m', 'NN'), ('convict', 'NN'), ('murder', 'NN'), ('provid', 'NN'), ('sound', 'NN'), ('financi', 'VBD'), ('plan', 'NN')]",1
"[('simpli', 'NN'), ('best', 'JJS')]",1
"[('simpli', 'NN'), ('known', 'VBN'), ('movi', 'NN')]",1
"[('go', 'VB'), ('prison', 'NN'), ('learn', 'NN'), ('crook', 'NN')]",1
"[('simpli', 'NN'), ('amaz', 'NN'), ('best', 'RBS'), ('film', 'NN'), ('90', 'CD'), ('s', 'NN')]",0
"[('prepar', 'NN'), ('move', 'NN')]",1
"[('shawshank', 'NN'), ('redeem', 'NN'), ('hollywood', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('never', 'RB'), ('give', 'VBP'), ('hope', 'NN')]",1
"[('power', 'NN'), ('masterpiec', 'NN')]",1
"[('hope', 'NN'), ('set', 'VBN'), ('free', 'JJ'), ('remark', 'NN'), ('film', 'NN')]",1
"[('two', 'CD'), ('movi', 'VBP'), ('one', 'CD')]",1
"[('pinnacl', 'NN'), ('flawless', 'NN'), ('film', 'NN')]",0
"[('offer', 'NN'), ('good', 'NN'), ('could', 'MD'), ('nt', 'VB'), ('refus', 'VB')]",1
"[('one', 'CD'), ('best', 'JJS'), ('time', 'NN')]",0
"[('definit', 'NN'), ('film', 'NN')]",1
"[('greatest', 'JJS'), ('movi', 'NN'), ('time', 'NN')]",1
"[('icon', 'NN'), ('film', 'NN')]",1
"[('anoth', 'DT'), ('kind', 'NN'), ('famili', 'NN'), ('movi', 'NN')]",1
"[('2', 'CD'), ('imdb', 'JJ'), ('s', 'NN'), ('top', 'JJ'), ('100', 'CD'), ('multioscarwinn', 'NN'), ('1500', 'CD'), ('review', 'NN'), ('say', 'VBP'), ('movi', 'NN')]",0
"[('m', 'NN'), ('find', 'VB'), ('hard', 'JJ'), ('describ', 'NN'), ('amaz', 'NN'), ('movi', 'NN')]",1
"[('initi', 'JJ'), ('nt', 'JJ'), ('fan', 'NN'), ('realis', 'NN')]",1
"[('godfath', 'NN'), ('pretti', 'NNS'), ('much', 'RB'), ('flawless', 'IN'), ('one', 'CD'), ('greatest', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('everyth', 'NN'), ('ve', 'NN'), ('ever', 'RB'), ('heard', 'VBD'), ('true', 'JJ')]",1
"[('epic', 'NN'), ('master', 'NN'), ('look', 'NN'), ('underground', 'JJ'), ('world', 'NN')]",1
"[('perfect', 'NN')]",1
"[('geatest', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('magnific', 'JJ'), ('portrait', 'NN'), ('organ', 'NN'), ('crime', 'NN')]",1
"[('godfath', 'NN'), ('make', 'NN'), ('offer', 'NN'), ('refus', 'NN'), ('movi', 'NN'), ('masterpiec', 'NN')]",1
"[('film', 'NN'), ('great', 'JJ'), ('power', 'NN'), ('mileston', 'NN'), ('histori', 'NN'), ('cinema', 'NN')]",1
"[('nt', 'RB'), ('enjoy', 'RB'), ('much', 'JJ'), ('ve', 'NN')]",1
"[('amaz', 'NN'), ('movi', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('son', 'NN')]",1
"[('simpli', 'NN'), ('best', 'JJS')]",0
"[('godfath', 'NN')]",1
"[('world', 'NN'), ('insid', 'NN'), ('underworld', 'NN')]",0
"[('dark', 'NN'), ('knight', 'NN')]",0
"[('batman', 'NN'), ('dream', 'NN'), ('much', 'RB'), ('comic', 'JJ'), ('book', 'NN'), ('movi', 'NN')]",0
"[('batman', 'JJ'), ('shakesperean', 'JJ'), ('proport', 'NN')]",1
"[('town', 'NN'), ('deserv', 'NN'), ('better', 'RBR'), ('class', 'NN'), ('crimin', 'NN')]",1
"[('heath', 'NN'), ('ledger', 'NN'), ('s', 'VBD'), ('dark', 'JJ'), ('brilliant', 'JJ'), ('swan', 'NN'), ('song', 'NN')]",1
"[('watch', 'NN'), ('imax', 'NN'), ('version', 'NN')]",0
"[('masterpiec', 'NN')]",0
"[('best', 'JJS'), ('superhero', 'NN'), ('movi', 'NN'), ('time', 'NN')]",1
"[('surpass', 'NN'), ('begin', 'NN'), ('everi', 'VBP'), ('aspect', 'NN')]",1
"[('perfect', 'JJ'), ('balanc', 'NN'), ('action', 'NN'), ('drama', 'NN'), ('unforgett', 'NN'), ('villain', 'NN')]",1
"[('heath', 'NN'), ('ledger', 'NN')]",1
"[('dark', 'JJ'), ('knight', 'VBD'), ('good', 'JJ'), ('everyon', 'NNS'), ('say', 'VBP'), ('easili', 'JJ'), ('best', 'RBS'), ('superhero', 'NN'), ('film', 'NN'), ('made', 'VBD')]",0
"[('christoph', 'NN'), ('nolan', 'NN'), ('back', 'RB')]",1
"[('heath', 'NN'), ('ledger', 'NN'), ('make', 'VBP'), ('great', 'JJ')]",1
"[('think', 'VB'), ('destin', 'NN'), ('forev', 'NN')]",0
"[('dark', 'JJ'), ('sinist', 'NN'), ('mood', 'NN'), ('film', 'NN'), ('realli', 'NN'), ('set', 'VBN'), ('theme', 'NN'), ('movi', 'NN')]",1
"[('batman', 'NN'), ('best', 'JJS'), ('beyond', 'IN')]",1
"[('sequel', 'NN'), ('deserv', 'NN'), ('batman', 'NN'), ('want', 'VBP')]",1
"[('best', 'JJS'), ('comic', 'JJ'), ('movi', 'NN'), ('ever', 'RB')]",1
"[('mindblow', 'NN')]",1
"[('best', 'JJS'), ('s', 'NN'), ('class', 'NN'), ('much', 'JJ')]",1
"[('love', 'NN'), ('movi', 'NN')]",1
"[('knock', 'NN'), ('knock', 'NN')]",1
"[('heath', 'NN'), ('ledger', 'NN'), ('ledgend', 'VBP')]",0
"[('quit', 'NN'), ('possibl', 'NN'), ('best', 'RBS'), ('round', 'NN'), ('film', 'NN'), ('ever', 'RB')]",1
"[('breathtak', 'NN'), ('scope', 'NN'), ('tragic', 'JJ'), ('grandeur', 'NN')]",1
"[('greatest', 'JJS'), ('sequel', 'NN'), ('cinema', 'NN'), ('s', 'NN'), ('histori', 'NN')]",1
"[('terrif', 'NN'), ('continu', 'NN'), ('godfath', 'NN'), ('seri', 'NN'), ('call', 'NN'), ('sequel', 'NN'), ('almost', 'RB'), ('seem', 'VBP'), ('insult', 'NN')]",1
"[('greatest', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('best', 'RB'), ('gangster', 'NN'), ('drama', 'NN'), ('time', 'NN'), ('arguabl', 'NN')]",1
"[('masterpiec', 'NN'), ('never', 'RB'), ('beaten', 'VBD')]",1
"[('michael', 'NNS'), ('never', 'RB'), ('want', 'VBP')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('film', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('sequel', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('call', 'NN'), ('sequel', 'NN'), ('travesti', 'NN')]",1
"[('godfath', 'NN'), ('part', 'NN'), ('ii', 'NN'), ('greatest', 'JJS'), ('sequel', 'NN'), ('ever', 'RB'), ('made', 'VBD'), ('one', 'CD'), ('greatest', 'JJS'), ('film', 'NN'), ('time', 'NN'), ('possibl', 'NN'), ('finer', 'NN'), ('superb', 'NN'), ('predecessor', 'NN')]",1
"[('one', 'CD'), ('greatest', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('poor', 'JJ'), ('fredo', 'NNS'), ('still', 'RB'), ('miss', 'VBP'), ('john', 'NNS'), ('cazal', 'NNS')]",1
"[('prefer', 'NN'), ('first', 'RB'), ('film', 'NN'), ('compar', 'NN'), ('well', 'RB')]",1
"[('insult', 'NN'), ('call', 'NN'), ('sequel', 'NN')]",1
"[('better', 'RBR'), ('origin', 'NN'), ('mayb', 'FW'), ('unbeliev', 'JJ'), ('ride', 'NN'), ('hell', 'NN'), ('yeah', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('excel', 'NN'), ('could', 'MD'), ('dictionari', 'VB'), ('sprawl', 'NN')]",1
"[('review', 'NN'), ('film', 'NN'), ('pretti', 'NNS'), ('unimport', 'NN')]",1
"[('hollywood', 'NN'), ('masterpiec', 'NNS')]",1
"[('good', 'JJ'), ('good', 'NN'), ('first', 'RB')]",1
"[('godfath', 'NN'), ('part', 'NN'), ('2', 'CD')]",0
"[('nt', 'RB'), ('hold', 'VB'), ('candl', 'NN'), ('origin', 'NN'), ('yet', 'RB'), ('one', 'CD'), ('finest', 'JJS'), ('sequel', 'NN'), ('time', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('sequel', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",0
"[('one', 'CD'), ('best', 'JJS'), ('sequel', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('overus', 'JJ'), ('term', 'NN'), ('classic', 'JJ'), ('movi', 'NN'), ('realli', 'NN'), ('come', 'VB')]",1
"[('one', 'CD'), ('great', 'JJ'), ('theatric', 'JJ'), ('exampl', 'NNS'), ('make', 'VBP'), ('superb', 'JJ'), ('drama', 'NN')]",1
"[('juror', 'NN'), ('4', 'CD'), ('great', 'JJ'), ('film', 'NN')]",1
"[('disson', 'NN')]",1
"[('characterstudi', 'NN'), ('meant', 'NN')]",1
"[('dont', 'NN'), ('judg', 'NN'), ('age', 'NN')]",1
"[('brilliant', 'JJ'), ('brilliant', 'NN'), ('brilliant', 'NN')]",1
"[('terrif', 'JJ'), ('drama', 'NN'), ('greatest', 'JJS'), ('actor', 'NN'), ('cinemat', 'NN'), ('histori', 'NN')]",1
"[('excel', 'NN')]",1
"[('simpl', 'NN'), ('great', 'JJ')]",1
"[('everyon', 'JJ'), ('s', 'NN'), ('top', 'JJ'), ('ten', 'NN'), ('list', 'NN'), ('greatest', 'JJS'), ('film', 'NN'), ('time', 'NN')]",1
"[('absolut', 'NN'), ('must', 'MD'), ('anyon', 'VB'), ('consid', 'NN'), ('film', 'NN'), ('buff', 'NN')]",1
"[('bomb', 'NN'), ('car', 'NN'), ('chase', 'NN'), ('edg', 'VBZ'), ('seat', 'JJ'), ('stuff', 'NN'), ('none', 'NN'), ('less', 'JJR')]",1
"[('2', 'CD'), ('thumb', 'NN')]",1
"[('ever', 'RB'), ('see', 'VB'), ('one', 'CD'), ('black', 'JJ'), ('white', 'JJ'), ('movi', 'NNS'), ('make', 'VBP')]",1
"[('grip', 'NN'), ('irresist', 'NN')]",1
"[('flawless', 'NN')]",1
"[('classic', 'JJ'), ('everi', 'NN'), ('sens', 'VBZ'), ('moment', 'NN'), ('frame', 'NN')]",1
"[('pardon', 'NN'), ('nt', 'JJ'), ('ever', 'RB'), ('sweat', 'NN')]",1
"[('find', 'VB'), ('movi', 'JJ'), ('guilti', 'NN'), ('masterpiec', 'NN')]",0
"[('ca', 'MD'), ('nt', 'VB'), ('send', 'VB'), ('someon', 'NN'), ('die', 'NN'), ('evid', 'VBP'), ('like', 'IN')]",1
"[('version', 'NN'), ('see', 'NN')]",0
"[('materi', 'NN'), ('slightli', 'NN'), ('forc', 'NN'), ('dramat', 'NN'), ('purpos', 'NN'), ('deliveri', 'NN'), ('perfect', 'VBP'), ('across', 'IN'), ('board', 'NN')]",1
"[('masterpiec', 'NN')]",1
"[('good', 'JJ'), ('script', 'NN'), ('great', 'JJ'), ('dialog', 'NN'), ('set', 'VBN'), ('actor', 'NN'), ('would', 'MD'), ('envi', 'VB'), ('world', 'NN')]",1
"[('three', 'CD'), ('hour', 'NN'), ('film', 'NN'), ('feel', 'NN'), ('short', 'JJ')]",1
"[('awesom', 'NN')]",1
"[('one', 'CD'), ('best', 'JJS'), ('movi', 'NN'), ('ever', 'RB'), ('made', 'VBD')]",1
"[('bring', 'VBG'), ('head', 'NN'), ('hitler', 'NN'), ('himmler', 'NN'), ('eichmann', 'NN'), ('n', 'NN'), ('mengel', 'NN')]",1
"[('whoever', 'WDT'), ('save', 'VBP'), ('one', 'CD'), ('life', 'NN'), ('save', 'VB'), ('world', 'NN'), ('entir', 'NN')]",1
"[('nt', 'JJ'), ('jewish', 'JJ'), ('touch', 'NN'), ('respons', 'NNS'), ('inhuman', 'VBP')]",1
"[('spielberg', 'NN'), ('s', 'NN'), ('import', 'NN'), ('work', 'NN')]",1
"[('singular', 'JJ'), ('achiev', 'NN')]",1
"[('shatter', 'NN'), ('film', 'NN'), ('time', 'NN')]",1
"[('hell', 'NN'), ('wrong', 'JJ'), ('peopl', 'JJ'), ('comment', 'NN'), ('1st', 'CD'), ('4', 'CD'), ('page', 'NN'), ('review', 'NN')]",1
"[('stun', 'NN'), ('spielberg', 'NN'), ('s', 'JJ'), ('greatest', 'JJS'), ('top', 'JJ'), ('time', 'NN'), ('best', 'JJS'), ('film', 'NN')]",1
"[('s', 'NN'), ('human', 'NN')]",1
"[('incred', 'VBN'), ('move', 'NN'), ('visual', 'JJ'), ('disturb', 'NN'), ('spielburg', 'NN'), ('s', 'NN'), ('best', 'RBS'), ('far', 'RB')]",1
"[('list', 'NN'), ('absolut', 'RB'), ('good', 'JJ'), ('list', 'NN'), ('life', 'NN')]",1
"[('profound', 'NN'), ('beauti', 'NN'), ('appreci', 'IN'), ('art', 'NN'), ('masterpiec', 'NN')]",1
"[('devast', 'NN')]",1
"[('color', 'NN'), ('choic', 'NN'), ('geniu', 'NN')]",0
"[('spielberg', 'NN'), ('best', 'JJS')]",1
"[('base', 'NN'), ('true', 'JJ'), ('stori', 'NN')]",1
"[('best', 'JJS'), ('movi', 'NN'), ('time', 'NN')]",0
"[('eye', 'NN'), ('open', 'JJ')]",1
"[('best', 'JJS'), ('spielberg', 'NN'), ('watch', 'NN')]",1
"[('amaz', 'NN')]",1
"[('emot', 'NN'), ('releas', 'NNS')]",1
"[('worri', 'NN'), ('amount', 'NN'), ('110', 'CD'), ('still', 'RB'), ('need', 'VB'), ('film', 'NN'), ('holocaust', 'JJ'), ('movi', 'NN'), ('gener', 'NN')]",1
"[('best', 'JJS'), ('trilog', 'NN'), ('histori', 'NN'), ('cinema', 'NN')]",1
